"id","V1","V2","V3","V4","V5"
"S1",0.854057864847389,-0.87015648150813,-0.047754442361742,-0.245176847096556,0.210640813120874
"S1",-0.226846537964111,-0.586795479202379,-0.800289344792306,-0.877563703184814,0.0276678277035429
"S1",-0.108845563683434,0.175477257578361,0.377319154971282,-0.34562839682816,0.32459142536648
"S1",-0.443353939810622,0.711548147593157,-1.39334644373923,0.00238648624706284,0.337966790051178
"S1",0.376565668269197,0.138213104753342,-0.0177029943049378,-0.178264632058313,-1.17605746462954
"S1",-0.90373999380318,-0.506250769910044,-0.0466278903097061,-0.751111725526997,-0.781101361446541
"S1",-0.505281521626382,0.413221430367532,-0.353466892296212,0.585197584395951,-0.647060323641008
"S1",-0.292980471693173,-0.317645483706386,0.737027871916263,-0.563283226893242,0.406417729782826
"S1",0.494063627275779,-2.3151544412678,-0.267293712675511,-1.44689488219264,-1.04108889854467
"S1",0.532019630549504,0.521986287547432,0.82043878232581,0.557629869287091,0.519524094806957
"S1",-1.52956996645066,0.585471989249285,-1.36621650336763,0.412071115034023,1.0807414392106
"S1",-0.75396837988789,0.616960098337574,0.916727900384327,0.368717593823878,-0.567556473724899
"S1",-1.08209846122217,0.485132777814582,-1.51902172409658,0.341910144921952,0.00289697773755851
"S1",0.0516587534043065,-0.386460050914912,-0.171380579578922,-0.860317639265694,0.815164372280771
"S1",0.73251167878651,0.652305076975332,0.638642474802898,0.956045672667299,-0.96710007865948
"S1",1.50176453581151,-0.788274815722768,-0.0784600309337459,0.541508474764352,-0.744342733568818
"S1",0.0884077684153312,1.18316922425816,-1.09848217471686,0.317607613524596,0.833001251225121
"S1",0.672403494710831,-0.109729068624137,0.540705585036383,0.501070268431384,-1.29140298107837
"S1",0.0914014351248405,-0.130062393900386,0.183862302479579,0.83567268485026,-0.685208353900231
"S1",-0.834205170947573,0.187593984800714,0.214366988859259,-1.09492548713482,0.488312162270014
"S1",0.414620030449101,0.177654542185092,1.08216922044682,0.0600992897790553,0.0244318569084246
"S1",-0.243350920518205,-0.0472808268934367,-0.832265582398526,0.0150092098041212,0.178547087560677
"S1",0.821764851368652,0.197737330076451,0.62092122682619,0.981278423937375,-0.686804738639449
"S1",-0.319060100305762,-0.0348519323071627,-0.928516039291131,1.07093401520319,1.24644128471506
"S1",-0.653730666242155,0.691388859707426,0.621792665222289,-0.432099916783173,0.93126648780783
"S1",-1.04309458576769,1.16518527249479,-0.374490546965592,0.444274541394254,0.0274482059629611
"S1",0.74230438440668,0.354205966575124,0.783472417932648,0.00318518461244543,-0.819204885275723
"S1",-0.493206702404884,-0.202242399554966,0.537279479116372,-0.137095027791901,-1.06749498536159
"S1",-0.0424796736575946,-0.261506592249057,-0.582457078051077,-0.0915244305468773,0.384155021378032
"S1",-0.681933041463352,-0.0041985943356843,-1.48092805441167,-0.26662416848835,-0.0375039179773511
"S1",-1.37728182914531,0.199186900937089,-0.52399295318529,-0.108958616619558,-0.276213389410334
"S1",1.40901814993288,-0.230570302830048,0.740575320171604,0.0877346165359257,-0.192338905768052
"S1",0.565716670431985,-0.341498132456997,0.44744420801936,-0.494128082287594,1.00225780246804
"S1",-0.0592416068348136,0.12683215334345,0.717885781696162,-0.3315345343861,0.267969424321217
"S1",0.609645529219928,-0.824725808430571,-0.616791923628594,0.428938311138532,-0.154946103695038
"S1",-0.373812852630889,0.0128718408045741,0.054680427383499,0.29727183170115,-1.81166407200965
"S1",-0.213549610050954,0.977127207895352,0.20614132883366,-0.44208973678991,0.940743714885825
"S1",-1.10980648986916,1.21874941068643,-0.747810126479365,-0.582252967647853,0.542486985569385
"S1",-0.275398293502802,0.911446770104623,-0.450207603950103,0.3423571973843,0.191891686898655
"S1",-0.400502609662228,-0.6357936378894,0.159174479467757,-0.608608561358155,0.0468077215353983
"S1",-0.233247680567251,1.42031063725435,-0.259450523765067,0.242663229022071,-0.424136160838464
"S1",-0.70905938331671,-0.358316067647498,-0.000600911566444526,-0.182438034767616,-0.187047972423964
"S1",-0.897530408553054,0.150869116744457,0.171631843218637,0.215701948221347,-1.545390056067
"S1",-0.268338576415417,-0.833999376360054,0.326576807492533,-0.314344351969809,-0.204397151748074
